PID,Parcel Address,BUILDING TYPE,STYLE,QUALITY,QUALITY digital, YEAR BUILT,MAIN AND UPPER LIVING AREA,BASEMENT AREA,PARCEL SIZE SQ FT,PARCEL SIZE ACRES,VIEW,WATERFRONT,SALE DATE,ORIGINAL SALE AMOUNT,ADJUSTED SALE AMOUNT,ASSESSOR NH (REFERENCE NO),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37916411,4600 NW HARNEY ST VANCOUVER,CONVENTIONAL,RANCH,3,3,1956,1244,1244,5689,0.13,,,8/24/2021,"$630,000","$685,125",101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215140,4203 NW LAVINA ST VANCOUVER,CONVENTIONAL,RANCH,3,3,1956,1496,716,6470,0.15,,,5/6/2021,"$520,000","$592,800",101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37918856,5501 NW KAUFFMAN AVE VANCOUVER,CONVENTIONAL,RANCH,3,3,1963,1507,1507,11434,0.26,,,6/11/2021,"$600,000","$673,500",101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37918698,407 NW 46TH ST VANCOUVER,CONVENTIONAL,RANCH,3,3,1991,1604,,7482,0.17,,,11/30/2021,"$515,000","$533,025",101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37920572,514 NW 46TH ST VANCOUVER,CONVENTIONAL,RANCH,3,3,1992,1970,,8910,0.20,,,7/9/2021,"$600,000","$663,000",101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37919458,5004 NW LINCOLN AVE VANCOUVER,CONVENTIONAL,RANCH,3+,3.5,1973,1671,,9569,0.22,,,11/5/2021,"$549,400","$568,629",101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37916875,4824 NW CHERRY ST VANCOUVER,CONVENTIONAL,SPLIT,3,3,1967,1974,,14375,0.33,,,2/26/2021,"$435,000","$518,738",101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440050,4206 NW ROSE ST VANCOUVER,CONVENTIONAL,SPLIT,3,3,1980,1601,924,13467,0.31,,,5/26/2021,"$590,000","$672,600",101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101145000,116 NW 50TH ST VANCOUVER,DUPLEX,RANCH,2,2,1958,1692,,5663,0.13,,,3/16/2021,"$420,000","$493,500",101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986026983,310 NE NEWHOUSE RD VANCOUVER,ZERO LOT LINE INNER UNIT,2 STORY,2+,2.5,2013,1454.5,,1618,0.04,,,6/28/2021,"$335,000","$376,038",101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986026997,301 NE 52ND ST VANCOUVER,ZERO LOT LINE INNER UNIT,2 STORY,2+,2.5,2013,1384,,1632,0.04,,,10/4/2021,"$332,000","$349,430",101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986026974,208 NE NEWHOUSE RD VANCOUVER,ZERO LOT LINE INNER UNIT,2 STORY,2+,2.5,2014,1454.5,,1539,0.04,,,11/28/2021,"$349,000","$361,215",101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986027002,207 NE 52ND ST VANCOUVER,ZERO LOT LINE INNER UNIT,2 STORY,2+,2.5,2014,1384,,1615,0.04,,,10/7/2021,"$333,500","$351,009",101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986026992,311 NE 52ND ST VANCOUVER,ZERO LOT LINE OUTER UNIT,2 STORY,2+,2.5,2014,1454.5,,1616,0.04,,,5/4/2021,"$330,000","$376,200",101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5790000,613 W 31ST ST VANCOUVER,CONVENTIONAL,1.5 FINISHED,2+,2.5,1920,885,213,5000,0.11,,,2/22/2021,"$370,000","$441,225",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4490000,617 W 36TH ST VANCOUVER,CONVENTIONAL,1.5 FINISHED,3-,2.75,1934,1644,870,8995,0.21,,,10/22/2021,"$549,900","$578,770",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17800000,515 E 28TH ST VANCOUVER,CONVENTIONAL,1.5 FINISHED,3,3,1910,2841,1727,5663,0.13,,,10/8/2021,"$675,000","$710,438",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6625000,721 W 29TH ST VANCOUVER,CONVENTIONAL,1.5 FINISHED,3,3,1911,1727,1080,4353,0.10,,,12/6/2021,"$525,000","$534,188",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14030000,3800 H ST VANCOUVER,CONVENTIONAL,1.5 FINISHED,3,3,1915,1198,926,4995,0.11,,,8/13/2021,"$610,000","$663,375",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15241000,3409 I ST VANCOUVER,CONVENTIONAL,1.5 FINISHED,3,3,1920,1418,1010,5000,0.11,,,9/2/2021,"$435,000","$465,450",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7740000,101 W 32ND ST VANCOUVER,CONVENTIONAL,1.5 FINISHED,3,3,1925,1446,1020,4968,0.11,,,10/7/2021,"$570,000","$599,925",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16150000,812 E 31ST ST VANCOUVER,CONVENTIONAL,1.5 FINISHED,3,3,1932,1416,904,5000,0.11,,,12/3/2021,"$508,000","$516,890",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3090000,711 W 31ST ST VANCOUVER,CONVENTIONAL,1.5 FINISHED,3,3,1935,1088,800,5400,0.12,,,5/11/2021,"$535,000","$609,900",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15690000,901 E 34TH ST VANCOUVER,CONVENTIONAL,1.5 FINISHED,3,3,1936,1288,676,5035,0.12,,,4/23/2021,"$412,000","$476,890",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760000,315 W 34TH ST VANCOUVER,CONVENTIONAL,1.5 FINISHED,3,3,1938,1452,620,5000,0.11,,,2/2/2021,"$405,000","$482,963",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760000,315 W 34TH ST VANCOUVER,CONVENTIONAL,1.5 FINISHED,3,3,1938,1452,620,5000,0.11,,,10/27/2021,"$549,900","$578,770",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8565000,123 W 30TH ST VANCOUVER,CONVENTIONAL,1.5 FINISHED,3,3,1941,1232,784,5000,0.11,,,2/8/2021,"$540,000","$643,950",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10670000,119 E 36TH ST VANCOUVER,CONVENTIONAL,1.5 FINISHED,3,3,1955,1496,,5000,0.11,,,11/24/2021,"$508,000","$525,780",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17700000,2710 H ST VANCOUVER,CONVENTIONAL,1.5 FINISHED,3+,3.5,1928,1673,1148,5500,0.13,,,6/22/2021,"$460,000","$516,350",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14650000,3705 H ST VANCOUVER,CONVENTIONAL,1.5 FINISHED,3+,3.5,1930,1531,600,5000,0.11,,,6/8/2021,"$587,600","$659,581",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3700000,217 W 32ND ST VANCOUVER,CONVENTIONAL,1.5 FINISHED,3+,3.5,1931,1389,825,5000,0.11,,,7/23/2021,"$545,000","$602,225",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15560000,3315 G ST VANCOUVER,CONVENTIONAL,1.5 FINISHED,3+,3.5,1932,1350,406,5000,0.11,,,6/8/2021,"$506,650","$568,715",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2950000,204 W 34TH ST VANCOUVER,CONVENTIONAL,1.5 FINISHED,3+,3.5,1943,1134,410,5000,0.11,,,12/30/2021,"$474,000","$482,295",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14660000,3711 H ST VANCOUVER,CONVENTIONAL,1.5 FINISHED,4-,3.75,1929,2422,1036,10000,0.23,,,10/4/2021,"$901,500","$948,829",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16550000,3001 F ST VANCOUVER,CONVENTIONAL,1.5 FINISHED,4-,3.75,1936,1551,1004,5500,0.13,,,4/3/2021,"$795,000","$920,213",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3220000,3214 COLUMBIA ST VANCOUVER,CONVENTIONAL,1.5 FINISHED,4,4,1925,1322,1062,5000,0.11,,,7/29/2021,"$650,000","$718,250",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10535000,117 W 37TH ST VANCOUVER,CONVENTIONAL,1.5 FINISHED,4,4,1942,1472,1076,5004,0.11,,,10/12/2021,"$724,200","$762,221",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211030,509 W 36TH ST VANCOUVER,CONVENTIONAL,1.5 FINISHED,4,4,1955,2393,180,9993,0.23,,,5/7/2021,"$630,000","$718,200",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850000,3502 WASHINGTON ST VANCOUVER,CONVENTIONAL,1.5 FINISHED,4+,4.5,1926,1660,1088,10087,0.23,,,7/27/2021,"$960,000","$1,060,800",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7960000,504 W 31ST ST VANCOUVER,CONVENTIONAL,2 STORY,3,3,1914,1664,532,4991,0.11,,,12/22/2021,"$500,000","$508,750",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9700000,314 W 29TH ST VANCOUVER,CONVENTIONAL,2 STORY,3+,3.5,1900,1914,400,5000,0.11,,,6/30/2021,"$525,000","$589,313",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986047438,3313 KAUFFMAN AVE VANCOUVER,CONVENTIONAL,2 STORY,3+,3.5,2019,2873,,5625,0.13,,,9/10/2021,"$863,000","$923,410",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13630000,801 E 31ST ST VANCOUVER,CONVENTIONAL,2 STORY,4,4,1920,1752,1005,5000,0.11,,,6/8/2021,"$605,000","$679,113",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8460000,3014 MAIN ST VANCOUVER,CONVENTIONAL,2 STORY,4,4,1925,2564,750,9365,0.21,,,6/2/2021,"$650,000","$729,625",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13060000,508 E 28TH ST VANCOUVER,CONVENTIONAL,2 STORY,5,5,2003,2701,,5505,0.13,,,5/13/2021,"$799,999","$867,199",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14766000,3609 I ST VANCOUVER,CONVENTIONAL,RANCH,2,2,1920,540,,5000,0.11,,,4/22/2021,"$240,000","$277,800",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3640000,309 W 32ND ST VANCOUVER,CONVENTIONAL,RANCH,2,2,1926,854,372,5000,0.11,,,4/23/2021,"$351,257","$406,580",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14110000,3808 G ST VANCOUVER,CONVENTIONAL,RANCH,2,2,1928,624,221,5000,0.11,,,6/10/2021,"$360,000","$404,100",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16560000,3005 F ST VANCOUVER,CONVENTIONAL,RANCH,2,2,1936,748,299,5499,0.13,,,7/28/2021,"$341,000","$376,805",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14050000,3805 G ST VANCOUVER,CONVENTIONAL,RANCH,2,2,1937,848,424,5000,0.11,,,1/4/2021,"$330,000","$399,300",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6045000,716 W 28TH ST VANCOUVER,CONVENTIONAL,RANCH,2,2,1939,672,624,5000,0.11,,,7/1/2021,"$380,000","$419,900",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6060000,708 W 28TH ST VANCOUVER,CONVENTIONAL,RANCH,2,2,1939,756,700,5000,0.11,,,3/31/2021,"$351,000","$412,425",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14145000,3815 F ST VANCOUVER,CONVENTIONAL,RANCH,2,2,1941,744,,5000,0.11,,,4/28/2021,"$355,000","$410,913",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17285000,901 E 29TH ST VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1908,925,500,5000,0.11,,,8/10/2021,"$358,000","$389,325",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
